MinOfORF,Mass_Tag_ID,CTR_,P10A,P10B,P11A,P11B,P12A,P12B,P13A,P13B,P14A,P14B,P15a,P15B,P16a,P16B,P17a,P17B,P18A,P18B,P19A,P19B,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_,P7A_,P7B_,P8A_,P8B_,P9A_,P9B_
IPI:IPI00384542.2,35737354,,-0.237414777,,,,,,0.100966098,,,,,,0.514160871,,0.035349223,-0.861865554,,,,-0.688541682,,,,,,,,,,,,,,,,,,
IPI:IPI00384542.2,70324067,0.419761017,,,-1.253190949,,,-1.211413942,,,,-0.421581924,-0.96264829,,,,,,,,,,-1.088986446,,0.015413101,-0.998987461,,,0.928649593,,,-0.888387492,,,,,,,,
IPI:IPI00384972.1,6701814,-1.00871807,,-1.906386206,-1.733673533,,-1.497108221,-1.298237696,-1.229425622,-1.516790085,,-0.930141466,-1.556819798,-1.084030226,-1.378181798,-1.455758237,-1.62292702,-1.567108558,,-1.6276805,,-1.476314931,-0.134485036,-1.46385646,-0.848415576,-1.03877284,-0.082967104,0.054791717,-1.805325349,-0.750760626,-1.133097649,-1.487438867,-1.745166292,-1.296172319,-1.599446954,-0.983104689,,,-1.763578211,-0.980828446
IPI:IPI00385264.1,8090894,,0.566439825,,0.738830497,-0.178173446,1.65496464,-0.489803973,0.344703881,2.708829286,2.838169834,,,,,4.360385889,-0.407673352,,1.032292727,,5.555578246,-0.238985876,,,1.573259684,,,,4.315562927,-0.387045042,1.43415458,-0.761697071,,0.333716515,,,0.247555563,,,
IPI:IPI00385264.1,10089614,,,,,,,,,,,,,,,,,-0.203992597,,,,,,,-1.000779068,,,,,,,,,,,,,,,
IPI:IPI00385264.1,10094123,5.135576416,,,,,3.052154673,,,,,,,1.350410017,,7.044148675,,0.778094969,1.694707148,,2.804100924,,,,,,,,,,1.683602902,,,,,,,,,
IPI:IPI00386158.3,8990807,5.947130671,0.723252702,3.587400623,,1.302659422,4.038374619,0.362407783,5.660868897,4.288503122,2.456580182,0.145899914,1.467738426,1.128788044,1.200810761,3.81533669,0.416245288,0.461880022,3.61942002,2.291165283,7.999393637,2.389511156,0.627935142,,,-0.161247952,,0.603459529,3.000713006,,1.644030422,,,,,,0.206862231,-0.336236848,-0.734117536,-0.864234545
IPI:IPI00395488.2,9372864,,0.938482385,0.962105657,0.5671277,1.258466935,0.836075205,0.358979901,1.736258048,0.696534421,0.212659461,0.304294744,-0.003149734,-0.336120214,0.525202332,0.680139012,0.850668317,0.14333755,-0.253812048,-0.02073421,,0.68503062,0.560919868,0.895800685,0.786689616,0.986548487,0.735552033,0.865591758,1.502384142,0.494970142,1.590469658,0.837482561,1.064398706,0.270066504,0.808217618,0.540534419,0.000405989,0.783360899,0.731643731,0.33512121
IPI:IPI00395488.2,9373023,,,,,1.189921203,,,,,,,,,,,,,,,,,,,,,1.137689543,,,,,,,,,,,,,
IPI:IPI00395488.2,10624710,,,,0.324080788,,,,,,,,,,,,,,,,,,,,,,,-0.414571181,,,,,-0.407395351,-0.618278116,,,-0.015555345,,,
IPI:IPI00395488.2,33870553,,,,,0.909689916,,,,,,,,,,,,,,,,,,,,,,,,,,0.1683682,,,,,,0.319089384,,
IPI:IPI00395488.2,70251095,,,-0.085426784,,-0.251142254,,,0.607821055,,,,,,,,,,,,,-0.131928754,,,-0.21243525,,,0.061413792,0.209311464,-0.348543477,,-0.090658004,-0.215261588,,,,0.222975801,-0.4701656,-0.426119784,
IPI:IPI00396348.1,6709438,,,-0.529391736,,,,,,-0.629581493,,-0.2013554,,-0.711990243,,-0.388994451,,,,,,0.401165471,,,,,,,,-0.684516838,,-0.572937964,,-0.171564677,,,,-0.313325775,,
IPI:IPI00396348.1,8737485,,,,,,,,,,,-0.430247,,,,,,,,,1.270733364,,,,,,,,,,,,,,,,,,,
IPI:IPI00396348.1,10132790,0.746641883,-0.216354025,-0.121646412,0.195737843,,-0.771890836,-0.737817349,-0.637257676,-0.380207222,-0.414429448,-0.074620165,-0.595819066,-0.293406694,-0.380762068,-0.024291089,-0.539707497,-0.838991307,-0.646017128,-0.470587742,,0.830177929,-0.707006621,-1.007649882,-0.489772631,,-0.86867961,-0.255987574,,-0.448533653,1.198400068,-0.38976536,-0.764811731,0.0231719,-0.115697111,,-0.173521424,-0.266940948,,-1.227181682
IPI:IPI00396348.1,11565923,,-0.078654471,0.021585497,,,,,-0.722617197,,,-0.162667661,,,,,-0.466972053,,,,1.65543491,0.50701057,,,-0.91827766,-0.055628472,,-0.714118982,-0.441952425,-0.515579206,0.899993788,-0.810954542,-0.582655152,-0.218688232,,,-0.253861526,,-0.675256316,
IPI:IPI00396348.1,12244801,,,,,,,,,,,,,-0.929443654,,,,,,,,,,,,,,,,,0.807624757,,,,,,,,,
IPI:IPI00396348.1,13007683,0.039047448,-0.662977429,-1.11740862,-0.188824926,,-1.620594417,-1.407907384,-1.487720747,-1.493366183,-1.587299393,-0.911813335,-1.27493869,-1.131432446,-1.055409343,-1.532874167,-1.064258751,-1.931056175,-1.360869754,-1.379454589,0.923332636,0.113938081,-1.298303562,-1.287021808,-1.351371331,-1.056817677,-1.85083544,-1.244028473,-0.758989013,-1.345267331,0.522572396,-1.099321757,-1.23394622,-0.782142412,-1.236760258,,-0.662941387,,-1.283688569,
IPI:IPI00396348.1,28188037,,-0.677703781,-0.564713016,-0.020635249,,,-0.799742316,,-0.766024406,,-0.323032309,,-0.955632848,,-0.581156336,,,,-0.896124837,1.114277033,0.648886209,,,,,,-0.770105425,,-0.725292599,0.580814092,-0.757213631,-0.959012648,-0.594441025,,,-0.375245453,-0.558239047,,
IPI:IPI00396348.1,64131528,,-0.26857504,-0.446245436,,,,,,-0.31950589,,0.125936226,,-0.554209572,,,,,-0.468947915,-0.460585888,,0.465663572,,,,,,,,,0.618833658,-0.689619751,,-0.039819573,,,-0.571648639,-0.494769756,,
IPI:IPI00398556.2,114410516,,,,,,,,,,,,0.626330003,,,,,,,,,,,,,,,,,,0.374504412,,,,,,,,,
IPI:IPI00398728.1,74199307,,,,,-0.232413317,,,,2.08209608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00402640.1,73888785,,-0.34924379,,-0.965075811,-0.747120115,0.585468058,,,,-0.953667429,-0.653480018,-0.013745792,,-0.847126459,-0.280817798,-1.155842396,,-0.180373853,,,,-0.337401144,-0.585396246,,,-1.079176294,-0.92744128,,-0.682561543,,,-1.456274702,,-0.560857663,-0.991974454,,0.406460472,,0.570048865
IPI:IPI00410333.1,63999266,,,,,,,,,,,,,,,,,,,,,,,,-0.649056552,,,,,-0.089844714,-0.355193831,,,,,,,,,
IPI:IPI00410714.1,9282,1.709085561,,,,-0.119756269,,-0.52577003,,,1.218684456,-1.488466789,2.432603004,,0.37144091,-0.415391065,,-0.119599173,0.875544505,-0.125079312,,1.65821463,-1.516022349,-0.421071082,,,0.696168267,,,-2.718665317,,-0.631103691,-1.289111745,-1.258668889,-0.614591264,-1.374025624,,,,
IPI:IPI00410714.1,6643916,1.679444821,0.758022926,1.307247909,2.549671148,0.90148156,-0.818469401,0.495788411,-0.865782953,-0.989109888,2.351581286,-0.575617589,3.523934814,-0.075204379,1.392511155,0.551732528,5.593129633,0.529821412,1.574095793,0.772782472,,2.859753546,-0.226731425,0.429851628,-1.627422662,0.017604779,1.659490679,-0.255322472,-0.99645465,-0.775472379,0.537026764,-0.10042861,-0.256251353,-0.417864658,0.2978852,-0.349190769,2.294566589,,-0.91441108,
IPI:IPI00410714.1,7328784,0.906649096,,0.000366202,,0.401832017,-1.664675737,0.213077669,,-1.480680905,,-0.9135589,,-0.418715914,0.928234557,0.238549933,,0.244178372,,0.376026909,,,-0.728035202,0.020065377,,-0.374608047,,-0.548236106,,,0.236171897,-0.221230624,-0.473056979,-0.51553791,-0.032079801,-0.817094519,,,-1.440994754,
IPI:IPI00410714.1,7357763,,,,,,3.20300565,,1.508020987,1.307240987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00410714.1,8640286,-0.482551692,0.133366691,0.505925551,1.776846794,-0.134904109,,-0.398461066,,,1.500567303,-1.556837086,2.815438526,-1.124367432,0.246464028,-0.522855205,4.137291807,-0.1602004,0.743081526,-0.068621321,,1.682432709,-1.365657448,-0.248617561,,-0.834344416,0.719005087,-1.010433386,-1.994173109,-2.08277412,-0.127281605,-0.589181102,-0.93265774,-1.169715986,-0.382912119,-1.365473813,1.949589773,,-2.084569194,
IPI:IPI00410714.1,8978911,,0.872599552,1.212119707,2.298749714,0.871604509,-1.057155359,0.447199192,-0.938067881,-0.522733608,1.725373165,-0.355307864,3.431311804,-0.3712992,1.146486145,0.485749599,4.573504872,0.36925229,1.253561895,0.804829563,,1.969040908,-0.267433393,,,,1.079992193,-0.349956651,-0.990828549,-0.884514058,0.187172221,0.144073183,-0.091982347,-0.167968679,0.480470431,0.187152373,2.538815814,,-0.413729641,
IPI:IPI00410714.1,10073782,,,,,,,,,,,,,,,,0.911200836,,,,,,,,,,,,,,,,,,,,-1.186811271,,,
IPI:IPI00410714.1,12961058,,,,,,,,,,,,,,,,,,,0.312176542,,2.364064232,,,,,,,,,,,,,,,,,,
IPI:IPI00410714.1,45756282,,,,,,1.352279571,,1.370997326,,,,,2.063326279,,,,,,,,,,,,,,,,,,,,,,,,,,
IPI:IPI00414021.1,28593791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.088280032,,-0.116453197,0.087253621,,0.334809156,,,,
IPI:IPI00418163.3,6634403,0.334238289,-0.825652801,-0.26820285,-1.28214537,-0.852273847,-0.082031373,0.371515453,-0.695789698,-0.827975973,-0.099260725,-0.345408911,0.277318028,0.655242527,-0.657714495,-0.950811864,-0.543110208,-0.567573954,0.318569067,-0.396789846,0.233303644,-0.068812387,-0.209018274,0.167851171,-0.676207456,-0.420566823,-0.477788402,,-0.914297236,-1.052788254,-0.448583654,0.231038578,-0.486890788,-1.018078689,-0.921238026,-1.030308765,-0.6091747,-0.47309189,-0.711106819,-0.862568452
IPI:IPI00418163.3,6634802,,,0.83315606,,0.84233248,,1.121100285,,0.778300472,,0.958376372,,,,0.732712186,,1.015185939,,0.870185558,,1.369141514,,,,,,,,,,,,,,,,,,
IPI:IPI00418163.3,6634806,,1.936817359,5.425059088,1.119677747,4.048380131,3.721944341,,3.136179176,3.179921395,5.094108504,5.194377474,5.370963302,,2.405666236,2.606513829,2.51716525,5.319704474,,4.098239069,3.0196191,,3.620185592,4.558655663,3.253109453,4.528046921,3.418799867,,2.636894,2.496561833,4.120467178,,2.868176408,2.777097891,2.237573138,1.839792595,2.712279439,4.234955215,2.580102227,3.58662394
IPI:IPI00418163.3,6638292,0.899830444,-0.411041408,0.614852892,-0.701792549,0.376636276,,1.2693581,0.387396443,0.748759372,0.75053545,0.652516691,1.165139859,1.522258402,0.535395529,0.502519344,,0.683477582,1.358582478,1.097514118,0.677375536,1.54835557,0.709581317,1.21651718,0.404324016,0.68764088,0.586682692,0.900707511,-0.009127748,0.075748059,0.095539318,1.039404963,0.618359997,0.635163263,0.131349279,0.554651425,-0.218030626,0.503194386,0.018910005,0.934874188
IPI:IPI00418163.3,6639562,0.079269548,-1.063461641,-0.205606777,-1.552571267,-0.628774552,-0.028235608,0.532658599,-0.67325547,-0.852416272,0.021710694,-0.325164664,0.179019867,0.805777322,-0.782947132,-1.130297206,-0.785295396,-0.374918909,0.31424125,-0.502033876,-0.304692741,0.002943646,-0.10884252,0.008285619,-0.482609123,-0.357012212,-0.308916361,0.267291061,-0.806398779,-1.008434459,-0.460925863,0.517261618,-0.442017984,-1.046782301,-1.014910572,-1.300671777,-0.616915649,-0.51323455,-0.879647582,-0.704878959
IPI:IPI00418163.3,6643877,0.447572059,1.149497716,2.312141906,,1.971321974,2.537044886,2.678460013,1.257039977,1.735520507,2.76326052,2.100510635,1.362900064,3.347599166,1.7021779,1.753911568,1.256850746,2.301498283,2.957869149,2.16384684,0.359367179,0.577367654,2.380070402,2.67475303,2.564920685,2.13896586,2.372902874,2.639536589,1.108641015,1.334004256,1.048860541,2.174254584,2.280892987,0.264936063,1.668651083,1.96747035,,1.882990942,0.317438515,2.532153085
IPI:IPI00418163.3,6646899,,,0.186103825,,0.27697132,,0.909636123,,0.242336924,,0.321371646,,,,,-0.189144403,0.657610126,,,,,,0.778824884,-0.079852974,,,,-0.992046922,,,,,,,0.132106463,-0.455475548,,-0.446583039,
IPI:IPI00418163.3,6668962,0.497862081,-0.658587599,0.287721792,-1.452535184,0.15805112,0.48942736,0.929164401,-0.112876388,-0.218413222,0.42989216,0.437068107,0.514589608,1.314708347,0.142463982,-0.493824222,-0.533392477,0.316678716,0.671851303,0.27117336,-0.374254436,-0.683081831,0.306242651,0.722479948,-0.194848496,0.149900237,-0.465174541,0.796088347,-0.551396995,-0.554946613,-0.091223011,0.977059205,-0.275980269,-1.680593906,-1.26787257,-1.43737203,-0.462309844,-0.860680837,-0.575461905,-0.515853083
IPI:IPI00418163.3,6678979,,,,,,,0.727650186,,,,0.505664711,,,,-0.151938964,,0.406398944,,0.095789756,0.452459369,0.463179696,,,,,,,,,,,,,,,,,,
IPI:IPI00418163.3,6679073,0.095051877,-1.294616797,-0.446499862,-1.695802833,-0.498771379,-0.144449658,0.358609729,-0.824064269,-0.634356198,-0.069767755,-0.10526842,0.181904259,0.598525244,-0.756765551,-0.981137849,-0.672180022,-0.019621557,0.432450279,-0.320387863,-0.28497529,0.26707011,-0.32842697,-0.059654652,-0.611725662,-0.538436882,-0.462427365,-0.09700611,-1.521257425,-1.442063031,-0.77873054,0.290115986,-0.513610902,-0.910452076,-1.072671463,-0.733685532,-0.907180893,-0.374411418,-0.97280717,-0.140849665
IPI:IPI00418163.3,6679124,,1.957606573,2.784817566,1.510338806,2.98070383,3.424454488,3.694800054,2.493584822,2.803840385,3.297003305,3.235374833,3.529941346,4.293893904,2.410680082,2.27815787,2.639124721,3.501702399,3.936295056,3.031965161,2.582797327,3.494263505,2.969397951,3.19558836,2.443365604,2.304385196,2.31778092,3.244253828,1.815563662,1.776401784,2.548803521,3.547855806,2.616587166,2.443999481,1.895118942,2.208326532,2.210970061,2.907338494,2.15622422,2.937310715
IPI:IPI00418163.3,6694578,,,,-2.11959613,-1.243796856,-0.698248188,-0.075539025,-1.204455132,-0.987265493,-1.134875837,-0.69822764,-1.233419104,-0.165505638,-0.60296417,-1.417430711,-1.075627809,-0.638755661,-0.238334857,-0.682637551,-0.79796451,-0.036997844,-0.482746554,,-0.514615065,,0.166451254,0.391615855,-1.830095857,-0.794485002,-1.640715601,-1.576454226,,-2.146796469,-2.554332368,-1.220596341,,,,
IPI:IPI00418163.3,6700397,-0.677610254,-1.548227519,-0.873194925,-2.13291465,-0.884060206,-0.585626045,-0.084319343,-1.283472765,-1.06372205,-0.693276101,-0.480576275,-0.799653583,0.411590769,-0.95376517,-1.469420985,-1.53732633,-0.724439148,-0.081104644,-0.857968993,-1.493336363,-0.48078349,-0.265188591,1.41E-05,-0.57570148,-0.344988872,-0.42715046,-0.241938756,-1.375426882,-1.439375193,-0.710528415,0.416337683,-0.963218183,-1.107626531,-1.460722607,-0.834196117,-1.025103669,-0.753345862,-1.452335735,-0.361302232
IPI:IPI00418163.3,6702483,0.562133129,-0.789510718,0.012992902,-1.329273842,-0.574744801,0.232271607,0.846669763,,-0.314351887,0.226027965,0.132356566,0.540531169,,-0.50896711,-0.686632813,-0.458235478,-0.036156593,0.840129858,0.066681799,0.098552564,0.61325957,-0.170933794,,,-0.291774933,,0.276488294,-1.053212254,,-0.377339209,0.579832344,-0.222677353,-0.45065986,-0.673150489,-0.468080737,-0.51856914,-0.07917613,-0.572754924,0.056617461
IPI:IPI00418163.3,6702670,1.78087645,0.349026686,0.855783857,-0.108323827,0.975052265,1.157013711,1.534458066,0.467728499,0.838652711,1.198738039,1.13834518,1.369617659,1.536245441,0.760414304,0.718780566,0.724277748,1.162602235,1.583276942,1.070267375,1.016579834,1.413467186,1.213969775,1.399774153,1.004593054,0.915769012,0.963933269,1.288393237,0.183855197,0.200344764,0.519248254,1.399045478,0.910529384,0.250054425,0.56715597,0.80264078,0.396866217,0.896692523,0.45032367,1.077750852
IPI:IPI00418163.3,6702739,-0.392268998,,,,,,,,,,,,-0.314545069,,,,,,,,-0.220405311,,,,,,,,,,-0.315021396,,,,,,,,
IPI:IPI00418163.3,6703267,,,,,,-0.426988668,0.525668685,,-1.472089905,-0.320028999,-0.890683766,-0.069485818,0.157992449,,,,-0.967447276,-0.121210889,,,0.151941102,-0.481056335,-0.248894928,-1.17270339,-0.625692318,-0.713957644,0.116853048,-1.15612332,-1.018113365,,-0.961733304,,,-1.309412458,,-0.869224934,,,
IPI:IPI00418163.3,6703739,-1.150666494,,-1.33557514,,,-1.165585177,-0.715410775,-2.015596732,,-1.538881663,-0.969320745,-0.857549199,-0.35484811,,,-1.543708714,,-0.923818136,-1.027150195,-1.034027742,-0.87551407,-1.617279269,-0.457117002,-1.92930813,-1.491335616,-1.680836149,-1.021324981,,,-1.587677123,-0.505428701,-1.043076214,-2.008220221,,-1.733894372,-1.491160327,-1.169359491,,-1.533351377
IPI:IPI00418163.3,6706833,,,,,,,,-0.627116776,,,,,,,,,,,,,0.545772325,,,,,,,,,,,,,,,,,,
IPI:IPI00418163.3,6706850,-0.285859764,-1.485446551,-0.424191072,,-0.414357984,-0.307999276,0.332281133,-1.144907098,-0.658274855,-0.183858737,-0.175479248,0.096694949,0.465167596,-1.027662065,-1.00806744,-0.924357672,-0.101074575,0.31752197,-0.385752581,-0.40615209,0.24325241,-0.659261704,-0.085585274,-0.799747115,-0.802577473,-0.659268644,-0.201740844,,,-0.910415877,0.149850434,-0.73547934,-0.944771888,-1.206695544,-0.894605274,-1.152603077,-0.44898701,-1.278006774,-0.306869412
IPI:IPI00418163.3,6707539,2.821846191,0.803464125,1.71752,0.065338031,1.897089516,2.06413587,3.422965245,1.40927179,1.72503462,1.912500986,2.317410854,1.778874933,,1.602554526,1.443648032,1.119066492,1.889334947,2.542610378,2.042584049,1.345297362,,1.815463112,1.945643006,1.584685083,1.607230118,1.854443423,2.118619388,0.641746622,0.947100191,1.019556057,1.897671108,1.077887291,1.127082787,0.778247194,1.426236481,0.706240392,1.528325832,0.709573327,1.989743239
IPI:IPI00418163.3,6707644,,-0.147475297,1.445319042,-0.453251413,0.614488592,1.585939148,2.051517629,0.633977708,0.810996842,1.88373231,1.761003684,1.521071236,1.941497699,0.997734827,0.771078792,1.08874121,1.578621012,2.029855107,1.77969945,,2.595924837,1.032475814,0.586079998,0.90491917,0.513302617,1.178735588,1.616987482,-0.313094543,0.102283371,0.822321598,2.121325213,0.816794223,0.544250889,0.183814591,0.914396038,0.482048542,0.575935562,0.237560766,1.076321025
IPI:IPI00418163.3,6709061,0.468864565,-0.92863136,-0.046384042,-1.308535334,-0.019039374,0.187738692,0.6843515,-0.553841906,-0.157809137,0.224953208,0.099934456,0.335233952,0.822781543,-0.378244294,-0.454418027,-0.426724242,0.314706653,0.779578647,0.120747189,0.01218387,0.544611833,-0.019882544,0.332587612,-0.296097465,-0.356549798,-0.099708646,0.218548203,-1.097239887,-0.994593449,-0.533713989,0.46928484,-0.145271116,-0.45729035,-0.670844939,-0.370903822,-0.692515099,0.017490652,-0.709400639,0.22275232
IPI:IPI00418163.3,6709211,,-0.105307256,1.388578794,,1.702767603,,1.936534366,,1.459844714,,1.449375345,,,,1.896237652,,,2.08594916,1.971594422,,,,,,,,1.432607435,-0.022150495,0.326535119,1.299498499,2.204130657,0.855640474,0.789353075,0.622333577,1.389415956,,0.273667082,,
IPI:IPI00418163.3,6709263,,-1.888406416,,-2.089935638,,-1.927747313,,,,,-1.851539992,,-1.018916895,,,,-1.860637275,-1.338063647,3.165779708,,-0.918733162,,,,,,-1.382063637,,,-1.40577159,-1.177740564,,,,,,,,
IPI:IPI00418163.3,6710845,-0.699268166,-1.842266973,-1.318875741,-2.056915925,,-1.310663789,-0.63600013,-1.953401928,,-1.432507361,-1.404650144,-0.721218611,-0.320901538,,,-1.359211642,-1.914094867,-0.797938757,-1.315830778,-0.669417792,-0.639815024,-1.513885972,-0.62032107,-1.959971289,-1.405536937,-1.570818046,-0.851140966,,,-1.318881546,-0.503385613,-0.999427952,-1.860667092,,,-1.380673454,-1.277025073,-1.894339039,-1.708484117
IPI:IPI00418163.3,6713486,,,1.347408281,-0.661801652,,,,0.418543419,0.669759746,,,0.848995572,3.510939744,0.680496719,0.295985929,0.14988493,,,,,-0.096333372,0.637436778,0.823107017,0.710780751,0.724726323,-0.077520553,1.08057148,-0.356866917,-0.249991354,-0.780778183,0.843901153,0.294107795,-0.441022662,-0.161182849,,-0.248352843,,,-0.275212207
IPI:IPI00418163.3,6723012,0.163272209,-1.395327549,-0.469986805,-1.877910999,,-0.365439731,0.138385971,-1.008272042,,-0.13870667,-0.223317596,-0.023379793,0.403738954,-0.720212017,,-0.809693974,,0.337468875,-0.323304484,-0.132380976,0.06279296,-0.250563014,0.257568496,-0.361228751,-0.573231998,-0.594142046,-0.225725945,-1.46637362,-1.323339457,-1.004352152,0.01533962,-0.712976753,-0.916466684,-1.090187478,-0.767920934,-1.165032526,-0.500777329,-1.243367962,-0.31894486
IPI:IPI00418163.3,6726190,,-1.095835307,-0.257482267,-1.619717152,-1.286574762,0.132333882,0.222879203,-0.891067101,-0.553783935,-0.325771561,0.323522059,-0.876283517,0.782412793,-0.29980067,-1.00559601,-1.547424528,-0.474809787,-0.019091199,0.420585041,-0.992821441,-0.490782544,-0.743560018,0.202383407,-0.76793672,-0.282970781,-0.353242256,0.029720426,-1.78172233,-1.251886933,-0.775349937,0.653218271,-0.102788834,-0.919617466,-1.266138735,-0.374621753,-0.755820027,-0.065685329,-1.148564342,0.095226488
IPI:IPI00418163.3,6737653,0.307001385,-0.70674339,-0.020761576,-1.374318718,-0.499321243,0.179111844,0.744473845,-0.644488399,-0.418104218,0.125684447,0.05595983,0.357248616,,-0.635659608,-0.824940042,-0.276335401,-0.279709563,0.736459804,0.208291723,-0.06898076,0.438003585,-0.111393132,0.620017258,-0.553892299,-0.146371756,-0.17330722,0.489587266,-1.197362372,-1.028139446,-0.476663878,0.413907605,-0.258425058,-0.586988121,-0.966716843,-0.484607121,-0.69104423,-0.048905243,-0.854336836,-0.088621842
IPI:IPI00418163.3,6775162,-0.795332597,-0.619140116,-0.28144696,,-1.51241814,0.616019197,0.227742768,0.229648535,-0.866496423,-0.451505772,-0.603652528,0.817675878,0.376513479,-0.26706512,,-1.636989212,-1.377971107,-1.662058893,-0.613254505,,-0.407543242,-0.027376741,-0.785838442,-0.560150628,-0.383007828,-0.691022216,0.39064285,,-0.650488595,-1.116644368,1.149282585,-0.610154642,-1.19901425,-0.715045462,-1.173791569,-0.480090599,-1.325357148,0.106068461,-0.565672578
IPI:IPI00418163.3,6783767,,-0.341741092,0.59078684,-0.744206312,0.431424439,0.77152285,0.959244468,0.1987452,0.792811893,1.021464053,0.76013998,1.200691589,1.565840415,-0.125751827,0.288971397,0.293689982,0.910756885,1.456667614,1.054851416,0.767976905,1.347845967,0.846246418,1.174993136,0.029222947,0.131353322,0.518423704,0.587166757,-0.372335215,-0.50115276,0.246763075,1.434405813,0.657547117,0.251018563,0.202315328,0.24377391,0.13355058,0.853783499,0.025762032,0.962325557
IPI:IPI00418163.3,6942057,0.782548575,0.110837418,0.708728649,-0.316832485,0.817737212,0.55775586,1.208948404,0.100196933,0.396982661,0.849710219,0.732154499,0.877280603,1.276659101,0.559637499,0.152857873,0.235044592,0.932009434,1.164617114,0.576690657,0.833212418,1.375964892,0.670269327,0.706572353,0.180874526,,0.353311735,,-0.35450981,-0.30756231,0.016175115,1.027661877,0.442019388,0.296711592,0.192680486,0.480919898,0.103415038,0.744009769,0.157937059,
IPI:IPI00418163.3,7316050,,2.061676576,5.36797413,1.177102749,3.34352463,,,,3.368583284,,,5.65979459,,,3.30398947,,,,,3.945667314,,,,,,3.763992442,4.474281063,,2.920907212,3.104359307,,,3.515192151,,1.977643064,3.079822611,,,
IPI:IPI00418163.3,7316095,,3.035075495,3.910975985,2.298346281,2.275874491,4.372669675,5.117917137,3.6083,3.037046264,4.35054963,4.604832739,4.846992037,,3.420391909,2.589587561,3.265456126,3.510607239,4.802726395,3.901788499,4.761022176,,3.343669268,5.538555105,3.663398308,3.916655467,3.880217943,4.789996955,2.318116117,2.887787909,3.686634716,,4.146665178,3.490398694,2.967862156,3.065345658,3.651967523,4.193854913,3.106468551,3.858459837
IPI:IPI00418163.3,7328794,,,,,,,,,,,0.647040636,,,,,,,,,1.130691776,,,,,-0.057041072,0.174332621,1.212832728,,,,1.54733941,,,,,,,,
IPI:IPI00418163.3,7393790,1.425794249,0.014313846,0.712234128,-0.253462714,0.870274888,0.78365026,1.396929595,0.225105202,0.619683236,1.140196528,0.943034196,1.231879359,1.47640657,0.461104894,0.299948556,0.376803358,1.069542541,1.56230293,0.783804444,0.557379124,1.456871509,0.925177701,0.977503909,0.487505815,0.593340604,0.461156619,0.937955045,-0.301173147,-0.182097715,0.140433465,1.203148425,0.565515307,0.038337139,0.306056585,0.53636433,0.066216095,0.769266673,0.222481805,0.866161606
IPI:IPI00418163.3,7400324,0.049035273,-1.19210468,-0.267314114,-1.695714201,-0.822469795,-0.117811698,0.524412526,-0.887652372,-0.670276128,-0.108978996,-0.10553078,0.294496742,0.681839505,-0.850743122,-1.044200241,-0.636088816,-0.31104167,0.479242638,-0.238557706,-0.295022429,0.343039623,-0.302472854,0.228317129,-0.616098775,-0.464343887,-0.414610936,0.205775142,-1.435627365,-1.303278092,-0.54544291,0.47088126,-0.291824451,-0.820211121,-1.104617859,-0.758177987,-0.729631396,-0.200885533,-0.967354285,-0.269535216
IPI:IPI00418163.3,7402539,,-1.560446241,-1.147233754,-1.637156899,-0.959033602,-0.127356233,0.394334901,-0.790272122,-0.577524239,-0.578771489,-0.323531325,-0.605059694,0.304092883,-0.189748549,-0.85973324,-0.754935435,-0.383616825,0.170518919,-0.257997105,-0.478586338,0.221367104,0.404653699,-0.592971428,0.315692282,-0.169799355,0.559248919,0.657257902,-0.795010843,-0.354807279,-0.598539939,-0.016626941,-0.821136033,-0.752535819,-1.205253708,-0.127988418,-1.664894218,-1.296455726,-1.810870761,-0.625752386
IPI:IPI00418163.3,7425535,,0.448107907,1.065171659,,0.070649357,1.319681395,1.287125108,0.515665181,-0.290028064,1.465828166,0.594367566,1.697648854,0.099960618,0.642506745,0.366712461,-0.059185397,0.050768964,1.661932197,0.599645591,0.993371506,,-0.147428512,1.479910405,0.523295316,0.611333439,1.794080809,1.744138118,-0.247335487,-0.341393801,0.005985531,1.526968616,0.675417519,0.251733992,0.759844556,0.105110753,0.687086162,0.004259137,,-0.289734755
IPI:IPI00418163.3,7425994,-0.403022418,-1.715838091,-0.725943072,-2.079673498,-0.730140118,,0.118034027,,-0.917010705,-0.373545495,-0.345915729,-0.170505196,0.261154968,-1.218745228,-1.276985352,-1.133336621,-0.241437772,0.04188725,-0.581515483,-0.676238002,-0.101916355,,,,,,,,,-1.144406995,,,-1.232942767,,-1.037114902,,-0.690845766,,
IPI:IPI00418163.3,7426899,,-1.055513829,-0.043734826,-1.417361469,-0.067387718,0.153589785,0.801232247,-0.710365813,-0.260498979,0.215069731,0.281219725,0.511477559,0.955952105,-0.611709379,-0.6130116,-0.440817301,0.276313833,0.829876983,0.109887266,-0.147848649,0.681890158,-0.33923849,0.228881327,-0.524221632,-0.343960813,-0.27560773,0.151928765,-1.31935984,-1.121304222,-0.517843926,0.687150482,-0.308335905,-0.581001726,-0.793674947,-0.326362676,-0.629422037,0.057325322,-0.704721202,0.155559145
