Mass_Tag_ID,P1A_,P1B_,P2A_,P2B_,P3A_,P3B_,P4A_,P4B_,P5A_,P5B_,P6A_,P6B_
9557633,-1.627216983,,-2.010361118,,-1.776296351,,-1.293539668,-1.581159509,-1.139263568,-1.722068737,-1.484642711,-1.822176666
9557639,-0.637268634,-0.095578045,-0.506446972,0.014346608,-0.336063287,0.058857428,-0.39745546,-0.903131873,-0.897708399,-0.220377113,0.664452865,-0.142343748
9557832,-0.069241395,-0.666483146,-0.90223452,-0.951472647,0.360234494,-0.287946292,-0.220241512,-1.371433637,1.484642013,-1.467155138,0.255750477,-0.09936264
9557930,-1.308906788,-0.768565872,-0.926974725,-0.907372295,-0.946652275,-1.388565678,-0.345215093,-1.527809984,-1.169243742,-1.098092915,-0.555177428,-1.380248752
9568406,-0.117212192,0.568314579,0.191872859,0.3711868,0.40752701,0.584351812,1.748177319,0.244841458,0.119213692,0.71484939,0.376913596,0.021341124
9616787,6.126240251,8.296563437,6.482587291,5.333464744,7.119553535,5.88314799,4.473188671,,5.226653722,6.929467712,5.792159341,
9697490,-0.933913281,-0.65168627,-0.826562053,-1.069371384,-0.643117046,-0.700009788,,-0.897817408,,-1.924551287,-0.473342237,
9698258,-0.770563073,-0.631833429,-0.453176694,-1.230944577,-0.553191407,-0.909677862,2.339789671,-0.671823692,0.840697421,-0.206442472,-0.697500354,-1.348201171
9701077,3.729820874,2.895301891,3.191949811,2.659282664,3.80063221,3.221830871,2.394462632,2.565511522,3.296872683,2.591143015,3.028026951,2.984834808
9702032,0.175011814,0.346818979,0.038143781,-0.093203466,0.279766924,0.404176345,-0.768824248,-0.122378864,-0.252502026,-0.276648815,0.130462038,-0.021418556
9703040,-0.245154355,-0.131084987,0.366746673,0.340034397,-0.088795653,-0.178982705,0.602222268,0.168229452,-1.069736799,0.09177214,-0.214608687,-0.392627651
9709271,-0.09951489,-0.043960651,-0.506784767,-0.442025643,-0.191165884,0.096786156,-1.193487725,-0.537780298,-0.433222314,-0.486607565,-0.224185794,-0.22255759
9717649,-0.270569585,-0.074482501,-0.240839055,-0.296641681,-0.022857528,-0.033646237,-1.197319236,-0.410849058,-0.844014515,-0.649002559,-0.455082274,-0.29495459
10030723,-0.376402064,-0.345403131,-0.853999444,,-0.712328375,-0.588304638,-0.545449292,0.07121003,-0.148571426,-0.073368358,-0.958658164,-0.070677354
10076944,-0.738860056,-0.13986749,-1.178745214,-0.424355293,-0.946839426,-1.066047525,-0.224856675,0.155683462,-0.037369198,-0.020134713,-0.942714371,-0.396527839
10086001,,-1.510558771,-1.584399902,-0.928277559,,-1.352904583,-0.895586311,-1.214855204,-1.792223925,-1.255166933,,-1.782337008
10086003,,,,2.214764663,-0.368450453,-0.994514518,0.22456484,0.127717557,,1.30742462,1.418548869,0.12643395
10086017,2.070720968,3.308941163,0.204833608,2.527332022,1.529660872,0.201259283,0.708725182,,,,1.702139295,
10086022,,2.098836877,1.68408021,1.638508258,-0.744370599,0.259940101,2.18838973,1.514723579,-2.039734199,1.280550346,1.610872552,
10086170,0.386209637,,,-1.341439214,,0.318699066,2.173180911,0.242522898,4.66009426,0.208163136,0.021285729,8.094615349
10086829,,1.664208144,-0.06601757,3.710880584,1.167600385,-0.505588068,0.408235134,-0.110267738,-2.116351488,-0.570193904,0.936659649,
10087187,0.8000215,,,-0.308720277,,0.560046923,3.492701715,0.882888358,3.636695087,0.841485383,2.957163273,
10088047,,,1.140345311,,2.694465231,0.619120073,1.698497404,1.111201599,-1.771863818,0.541761042,2.116763476,2.326635111
10094089,0.094542342,1.035713724,0.584963702,0.30692371,-1.046815325,-1.25206636,-0.504336919,-0.486942274,,0.223934597,0.131945584,-0.603026154
10094092,0.063268773,0.484243295,0.355992478,0.544896661,0.519156693,0.288358473,1.658519775,-0.047654902,0.08495529,0.020220405,0.48743708,0.149389319
10094095,-0.48303413,-0.26463123,-0.433045365,-0.235917261,-0.2965553,-0.44789063,0.230041262,-0.854589884,-0.291991853,-0.462151546,-0.145710077,-0.466824354
10094096,0.164667922,0.330200351,0.407648647,0.398691299,0.58999575,0.418607647,0.870690301,0.124655324,0.058509969,-0.052159973,0.141957236,0.031094455
10094117,0.261856728,0.01380833,0.015349904,-0.121185833,0.082441728,0.329344123,-0.112349682,0.041971461,-0.001540355,-0.696574169,0.078037841,0.196671476
10094121,,-0.96791856,-0.569037565,-0.64956305,-1.091139637,-0.452658778,-1.446500742,-0.502135709,-1.147084825,-0.982303405,-1.369485129,-1.333094468
10094122,-1.176998477,-0.929058734,-1.545005271,-1.456102057,-1.04648408,-0.721123996,-2.173263603,-1.623385633,-1.140964548,-1.508118205,-1.125318578,-1.224023104
10094144,-0.332062962,-0.825294133,,-1.786041552,,0.335337525,0.750620982,-0.561051099,2.167619705,0.034112472,0.386284794,3.528831495
10094449,0.172560505,3.025728265,-0.565189372,1.009113316,0.426716081,-0.878283113,-0.680242894,-0.977734661,-2.576647161,-1.076055735,0.752422976,0.20557026
10094561,2.499975618,4.103881247,0.725797574,3.040669186,,,1.378990857,0.832946389,,0.340830128,2.002423068,2.003901978
10094623,3.32302085,2.781140733,3.704339923,3.162439437,2.989756311,3.608528897,2.481405594,3.435949156,3.24139153,2.96641592,3.388611123,3.444343526
10098062,2.263077342,4.095253792,-1.657132627,3.755155192,1.651766657,,-2.276244006,0.360556514,,-1.986341557,1.486805245,1.524493062
10098090,1.545796962,0.623087963,-1.194528554,-1.219664094,1.062281419,0.90569409,3.527757024,1.077357489,3.711488352,0.690606717,2.495772215,3.134246074
10098156,0.326734844,2.472480422,-1.216039398,1.048485823,0.376461681,-1.093200203,-0.823226675,-1.051463458,-2.431076221,-1.211783046,0.761302513,0.099428316
10098220,-0.797913495,-0.094563133,-0.85261446,-0.861822425,-0.54257559,-0.669626833,-1.446191741,-1.084600263,-0.614768583,-0.515210394,-0.797286129,-0.195589307
10098261,0.799933783,0.324206352,0.04133553,0.536194055,-0.242405002,0.296081477,-0.557881051,-0.590146466,-0.741761983,0.575880292,0.075912611,-0.695546667
10103866,0.807153958,0.144596557,0.464671306,0.430339824,0.304981023,0.173174954,0.936025802,0.105928001,0.256802754,0.36388719,0.229417818,0.036043507
10104247,0.005404266,-0.156400937,0.286070408,-1.280520627,,-0.883383376,0.362106695,0.412427818,-0.628168404,-0.359964061,-0.626302348,-0.715229423
10105977,0.74886281,1.736684261,1.284844946,,-0.507794203,-0.304593032,0.460393895,0.054654903,-1.410796576,1.79516529,1.60486226,0.234468053
10107284,,-0.498859945,-1.066867087,-0.481114479,-0.505868981,-0.611030592,-0.296672112,-0.585996189,-0.989614332,-0.548272692,-0.330254195,-0.887773627
10107369,1.213883146,1.363474315,1.289751762,,-0.897792295,-0.712911914,0.384410143,0.132991712,-1.991347379,1.39757259,1.079433034,0.058117388
10110800,0.045618251,,0.138789954,-0.919810935,-0.746350946,-0.825618927,0.135804242,0.061566625,-0.64866365,-0.173158044,-0.137904028,-0.692061047
10111192,1.035854406,0.506940888,2.121952844,,1.286775898,0.201310353,3.752752203,1.79478329,2.653435137,1.417669443,1.980618868,1.250576621
10111207,0.050224394,-0.050215838,0.167993337,-0.35219978,0.375966368,-0.634716063,-0.994566387,0.409509266,0.597969094,-0.053286069,0.197282335,1.271580379
10111328,0.106636947,-0.141469755,1.137250607,,-0.237706928,1.040552276,1.16631264,0.507318152,0.945695363,0.58798137,0.55626766,1.320217201
10111392,-0.800666352,-0.764299093,-0.849028018,,,-2.076547099,-0.928532339,-1.153248499,-1.486383385,-1.055410926,-1.401050642,-1.253039938
10112154,-0.917344226,-1.054310744,,,-0.453945018,-1.298693889,-1.299519199,-0.404468718,-0.161524943,-0.760276753,-1.099390462,0.521861266
10112628,-0.319211397,0.139732073,-0.739639433,0.005117497,-0.191206194,0.141921349,-1.063525469,-0.498275354,-0.751497672,0.252820207,-0.298386157,0.12412197
10113682,,0.792516578,1.570203779,1.495156216,0.897884556,1.042359207,2.156236153,1.562994102,0.038457063,1.710147387,0.996315099,0.902968602
10115309,,2.10804643,2.569690029,,2.679007238,1.95422888,,3.473281479,4.179698782,2.155973863,2.370995991,
10115313,2.332951954,-0.261459953,-0.177916874,,,-0.856882441,1.17306195,2.610049883,1.172673775,-0.625077432,1.043375319,3.173172926
10115332,,0.424884679,0.915838883,,0.584409251,,1.127812036,0.821523401,0.944688719,0.990246289,1.165523589,0.854768553
10116925,1.619366955,,1.40624284,1.603633384,,1.729934256,2.459233096,1.896050511,1.16105629,1.240466171,1.717158033,
10118213,0.564612641,0.162439205,1.28303174,-0.76293408,0.05194208,-1.271811007,2.101169843,0.964860346,0.207114954,0.409191471,-0.92732094,0.379768831
10119443,-0.11789587,0.428319439,-0.452890667,0.199918908,0.123107988,0.418417991,-0.9151991,-0.27007775,-0.560542869,0.072635101,-0.042741473,0.213496448
10119459,-0.399552357,-0.222508334,-0.019522226,-0.04545372,-0.214562796,-0.216052062,0.245351517,-0.206939174,-0.281642034,-0.089677987,-0.194416958,-0.069380796
10119460,-0.372958737,-0.104729408,-1.740207387,-0.453424746,-0.505135939,1.308775607,-1.380434665,-0.49196483,1.479042801,-0.025917748,0.325051628,-0.203909022
10119466,0.042189096,0.879415021,-0.201071767,0.338843782,0.384318564,0.852643802,-0.752025127,0.183835965,0.164836756,0.535214603,0.270664843,0.766912351
10119467,-0.315173519,-0.731758345,0.35335139,-1.425942284,-0.385765858,,0.833969076,-0.000964915,-1.079409495,-0.737213109,-1.637399169,-0.576829712
10119488,0.913176642,0.902726895,1.341442463,0.341733754,0.235098949,0.742249876,1.609059083,1.865836687,0.677142277,0.872671451,1.07552169,0.401428529
10119490,-0.975808614,-0.076153765,-1.045487798,-0.488935938,-0.450625906,-0.345222383,0.309424283,-0.942705591,-0.626841887,0.064939208,-0.258088656,-1.05555149
10119514,-1.776884569,-1.374618609,-1.937034425,-1.175892731,-1.843884797,-1.637761096,-2.285348478,-2.255884233,,,-1.321553125,-2.624797991
10119516,-0.509066637,0.084575007,-0.463595068,-0.428888073,-0.696833717,-0.357184533,-1.120368218,-0.461594164,-0.103438894,-0.18438898,-0.57695013,0.193820023
10119531,-0.312579703,-0.241196786,-0.16546123,-0.062321609,-0.172038718,-0.187286437,0.120108667,-0.329228898,-0.178846072,-0.073144523,-0.090233998,-0.099013065
10119551,-0.585760091,-0.064474125,0.016537525,0.164790988,-0.396273735,-0.259693897,0.365119517,-0.85650745,-0.725569523,-0.685101698,-0.480291545,-0.462734621
10119553,0.065828712,0.317652796,0.650636622,0.536632445,0.419687949,0.424344472,0.302801532,0.283463137,0.429636566,0.18617198,1.160241894,0.901268193
10119751,-0.327240536,0.02974409,0.098154589,0.601902923,,0.037534523,0.511425141,0.071583093,-0.255706379,0.343794853,-0.536143769,0.255536315
10121436,,-0.387415802,,-1.065168009,,0.770292899,,-1.24364812,1.16315772,-0.781807337,-0.052639124,-0.994213559
10121652,0.710434347,,-0.763768881,0.268225081,,0.333612284,0.438251356,-0.427336373,0.882923014,-0.254743803,0.743645869,0.356091961
10123533,2.871731921,1.572461763,2.451670086,1.928287037,,2.031643947,2.74812901,2.871760244,2.51918615,1.703703967,2.000430181,2.066766014
10124141,-1.176060982,0.200764813,-0.921923279,-0.741977628,-0.257567481,-0.816152344,,-1.101782163,-0.576632376,-0.669174775,-0.728696637,-0.452272258
10124345,,,,,,,,,,,,
10125979,,-1.466829751,-1.219572033,,-1.013425988,-0.835909617,-1.502276912,-1.511444178,-1.283374175,-1.573331222,-0.913816637,-2.056304276
10127975,-0.932897057,0.011455117,-0.131813323,-0.481418707,0.229420707,-0.174527826,-0.73600108,-0.715493666,-0.317331975,-0.702957647,0.511529868,-0.469308834
10128253,,,3.24E-05,,-1.218504575,-0.704733327,-0.062017649,-0.529816916,-1.330879984,,-0.897149772,-1.279563879
10128510,,0.341081087,,0.539713975,,-0.636945786,0.321701603,0.462615962,0.627635845,,-0.244472838,-0.255485082
10130208,-1.199494766,-0.879394113,,-1.109420049,-0.968001549,-0.945473027,-0.980793337,-1.085242795,-1.436533186,-0.785861026,-0.645581251,-1.503737584
10131764,1.990806236,2.396284625,1.742746648,2.222487902,,2.354605365,,2.095188888,1.803421327,2.352767506,2.159247407,
10132451,-0.029252287,0.39228185,0.304081693,-0.023108865,0.478934453,0.311640684,-0.295066405,-0.406670406,0.149494606,0.261827944,0.192589048,-0.149852327
10132790,-0.707006621,-1.007649882,-0.489772631,,-0.86867961,-0.255987574,,-0.448533653,1.198400068,-0.38976536,-0.764811731,0.0231719
10133058,-1.219720385,,-0.55293221,-0.357032586,,-0.170652343,-0.326385737,-0.616975118,-4.47E-10,-0.669480314,-0.238402773,-0.141716837
10133067,0.989740874,1.44478159,,1.512627624,1.278210131,1.160975359,-0.570136458,0.793071109,0.2669854,1.461773827,0.837109262,1.986287624
10136723,0.830148143,-0.284522235,1.77357479,0.50014959,1.098207813,1.317464156,1.306295465,1.200776141,0.677773442,0.787216847,0.629419388,0.432371789
10136724,,0.249496543,-0.38790456,-0.397916811,-0.256760475,-0.412983871,-1.229921205,-0.485931302,,-0.174750883,-0.448300506,0.203157505
10136731,,-0.502362299,-0.62848488,0.31186679,-1.043548745,-0.865796072,,-1.435741797,-0.958758077,-1.26731353,-1.196062367,
10136733,-0.127338227,0.440024846,-0.214697657,-0.208180745,0.180095089,-0.125346931,-0.823728191,-0.342419702,-0.111623692,-0.08311369,-0.21615496,0.416365214
10136865,-0.475497484,-0.100174111,-0.729224964,,0.053774396,-0.054043983,-0.398824816,-0.889114804,-0.988992773,-0.035560817,-0.171185624,-0.77770661
10137030,0.485412589,0.270036484,0.689480061,0.06732801,0.873618021,-0.412659755,-0.107928685,0.718130616,0.808087727,0.130269818,0.094164322,1.512318292
10137117,,,0.61554748,0.473574463,,0.612035999,-0.394822545,0.50364512,0.327009031,0.266499483,0.657429868,
10137211,-0.112259978,1.146625301,0.35478882,1.508420059,-0.770982152,-1.019819997,,-0.316013826,,2.410207251,1.051217953,0.543256545
10138547,-0.02270668,0.294294075,0.604571452,0.175778512,0.758529224,0.480441611,0.425162945,0.198330705,0.361555169,-0.098740343,0.934737359,0.684786911
10140987,0.122547038,0.276152455,0.755678791,-0.006401475,,-0.145480239,0.920823563,0.25963858,-0.696391045,0.033292445,0.080360779,-0.236953061
10140999,3.531706586,,5.435689255,,,4.000561461,4.079061231,3.685255578,4.191557795,3.65579349,5.51816373,4.892429453
10141021,-0.076591907,0.694551797,-0.196049735,1.065508793,,0.499549773,1.041396197,-0.217656975,1.87795537,0.704672277,0.424118491,0.787229623
10141035,0.327115489,0.795187519,0.511532933,0.558486437,0.595797258,0.748609723,-0.282548343,0.473582028,0.644807508,0.460647566,0.306904203,1.055151306
10141040,2.352415605,1.559199611,3.389821625,2.0767534,3.102157509,1.270976874,,3.025638442,0.57294176,0.491647967,,0.354355449
10141091,1.065956186,0.82131096,1.277126603,0.852878026,0.833790321,0.253532102,1.555337035,1.007387604,0.910229171,0.794227616,1.570135163,1.688612192
10141168,,-0.563116568,,-0.812880254,-1.223301864,-1.00547678,,,-1.610041247,-0.961973953,-0.936184829,-1.141329261
10141220,-1.138050533,-1.363634075,-1.334745587,-1.466874454,-1.14012716,-1.445653684,-2.025357765,-0.937380091,-0.717083824,-1.345128965,-0.904540453,0.057427374
10142574,0.315492037,,0.186446856,0.132382648,,-0.234765608,1.225961416,0.460367201,1.403228449,0.145973926,0.592808187,0.407490021
10144352,1.706113889,1.758521951,0.13971369,,,,0.372095826,-0.001701212,0.496627921,1.163918104,0.88676217,2.038737802
10144509,-0.3051995,0.034920016,0.720050273,-0.116566385,1.107127661,0.834025991,0.736145937,0.565993245,0.927890179,0.493758381,1.368527534,1.269201002
10145031,-0.07890439,,-0.752873409,,,-1.001015729,-0.098266316,-0.507740721,-0.520980864,-0.019082531,-0.147992271,-0.395927485
10145144,1.13904585,0.736485412,0.633456987,0.486596278,1.132422009,1.061882403,,0.516106318,0.586097144,0.522307783,0.7397664,0.86126416
10145257,-0.806834555,-0.101947541,-0.115236231,0.062370097,-0.380828741,-0.610092526,-0.090367919,-0.124046419,-0.3119027,-0.100047127,0.285979731,-0.124975524
10145321,-0.001820975,0.330226456,-0.080199342,0.186649281,0.485268568,-0.415684853,0.092465868,-0.06298124,-0.544750388,-0.050338453,0.393991531,-0.021589017
10145337,-0.100677982,0.170036478,0.048167009,-1.059623385,-0.43104057,-0.975512116,0.138931355,0.004385503,-0.93212398,-0.35684478,-0.608062448,-0.669310002
10147277,1.866291208,2.835246724,0.76880561,1.715681989,3.350881881,1.690211599,0.859825061,1.053920713,,1.929894502,1.88210995,1.740159684
10149009,,-0.116137786,0.126347094,1.494940069,-1.048463563,-0.499347517,2.188680121,0.549538966,0.739235244,2.908825984,-0.176258828,0.39419546
10150141,0.332185018,0.281770893,1.134776093,0.055299281,0.609265606,0.457868275,0.064779115,0.577604272,-0.282446706,0.142258729,-0.083680846,0.29647401
10150273,0.34499726,0.57291097,0.596607839,0.535072192,0.546893028,0.304999764,0.879551475,0.523089652,0.298881516,0.474699909,0.544708198,0.748275246
10150279,-1.253909322,-0.835657374,-0.059454104,,-0.962882558,,0.096650149,-0.315535429,-1.718680382,-1.06402266,,-0.970818495
10150285,0.166699587,-1.41E-05,0.289771801,-1.33844726,-1.016907776,-0.766894897,0.402567649,0.301252717,-0.64534159,-0.276726915,-0.464429662,-0.469665052
10150319,,-0.105734684,,-0.240546258,-0.46315727,-0.524370345,-0.499796792,-0.055120157,-0.194535939,-0.08519132,-0.126033194,-0.433343752
10150612,-0.111400079,0.48070299,0.124477852,1.22613111,0.548317195,1.241603683,0.442650284,0.40098214,2.230418377,0.565468338,0.227019985,0.461139015
10151059,0.70264107,0.873638601,0.851542275,0.793887926,,1.099236808,0.291708792,0.82458653,1.130121913,0.676233233,0.439127387,1.206472714
10151440,1.132639501,1.466658954,1.266452594,-0.039507526,-0.967502794,-1.051444454,-0.466528652,-0.621839754,-1.85266656,0.010135237,0.116759692,-0.690299218
10155019,-0.323976829,-0.48273412,-1.109446312,-0.912767878,,,-1.727547865,,,-0.449121093,-0.924419808,-1.317301124
10155120,0.151993769,0.62396237,-0.369998039,0.592282691,-0.182555313,-0.325209586,0.667659907,1.130533751,0.750134549,0.689170358,-0.300301669,0.439375146
10155127,,-0.714658452,-1.104018668,-0.6653141,,-0.916043958,-0.897850173,-1.036745862,-1.757951911,-0.961557064,-0.668226257,-1.398539198
10155128,-0.813167645,0.058720769,0.481035722,,0.616385294,-0.476714967,-0.49819478,,-0.558424056,-0.646379285,,
10155130,-0.276806013,0.383196524,-0.100630936,0.781234953,0.30502151,0.595427139,,-0.562625437,0.399424368,0.204878988,0.037251234,0.368485556
10155135,1.581852193,0.77696004,1.512398444,1.633469858,,1.008873987,2.210336112,1.40848652,1.073841723,1.403496088,1.458719525,0.959593826
10155142,-0.782545153,1.119425238,,-0.234357596,-0.51343623,,-1.461589278,,,-1.7814416,-1.302148468,0.35166135
10155149,-1.486199004,-0.272728818,-1.765107843,0.281622323,-0.490784305,0.299603961,-0.681896026,-0.894444565,1.403828115,-0.135189005,-0.270725946,-0.482527853
10155274,0.724140222,1.114830069,0.668689593,0.574627141,0.782052475,1.303766409,-0.173930187,-0.166038711,0.553872882,1.455845131,0.671658743,0.372441712
10157562,-0.619299604,0.050122976,-0.03005373,-0.080478116,0.00367607,-0.098422583,0.310297235,-0.203378435,-0.515208958,-0.073950933,-0.06698978,-0.84542213
10165431,2.038072403,0.773842028,,1.164658249,2.647248851,,,-0.135798758,,0.11079359,2.439677655,1.365509455
10165436,-1.045399823,-1.223798072,-0.76500499,-0.683097986,-0.878883112,-0.499914462,-0.641019349,-0.573196088,-0.132927706,0.058394983,-0.115453886,-1.211192834
10165439,0.306666435,0.197947312,-0.145953135,-0.036080745,0.690576923,0.117931653,1.121094398,0.532469924,-0.505395157,-0.050164048,0.224951162,-0.027743915
10165443,-0.477358374,-0.407913558,-0.183357059,0.006061921,0.047195898,0.177959248,,-0.577899712,-1.113045387,-0.437411578,0.213409359,-0.034332519
10165462,0.904859409,0.778754746,2.07926203,-0.282448737,1.159291515,-1.014703769,,1.480754136,0.195219376,0.735888348,-0.459993936,1.183831163
10167183,2.02325244,2.219621245,1.779531284,1.615068927,,1.699062796,0.920259871,1.019091541,,2.556342696,2.098089712,1.496297458
10170352,0.400728247,0.181546007,-0.126873662,-0.182891086,0.523961152,0.591721045,-0.886949148,-0.038244078,0.341354604,-0.154247341,,
10170400,-0.761385872,-0.125968251,-0.308667952,-0.410733927,,-0.254917405,-0.435923873,-0.416142512,-0.608459858,-0.486656346,-0.116238802,-0.673448971
10170411,-0.067296325,,,0.483754014,,1.198201102,1.078088306,0.142381826,-0.442170201,0.030006409,0.334745328,-0.514149219
10170494,,,0.337354312,,,-1.100045188,1.522503969,0.227387378,-0.494294322,-0.223077618,-0.396546597,0.175645272
10171096,-0.68379634,0.005848664,-0.464380183,-0.214403694,0.042552611,-0.206313952,0.067361017,-0.650906184,-0.737278023,,-0.143902528,-0.433099303
10171139,,-0.087790873,,-0.070926166,-0.604440918,-0.305916677,-0.243195448,-0.014425209,1.00910793,-0.638242549,0.068072617,-0.529215198
10171238,0.086489915,-0.036085872,0.060896289,0.351486658,-0.196542095,-0.268555463,0.969953953,0.133873512,-0.202292919,0.30575187,,0.077283562
10172430,-0.228909598,0.369494221,-0.172034357,-0.088505578,0.108191262,0.283680336,-0.677072132,-0.093333986,0.166761527,0.00046161,-0.100900627,0.499979687
10175229,-0.90618704,,0.080414577,-1.505958159,,-2.057858161,0.336793455,-0.341350265,-1.289711637,-0.910052402,-1.650850791,-0.718402629
10175361,,-2.505527029,,0.940554826,-1.761566403,-1.759139636,-1.335822429,-0.89218699,-0.598226034,-0.222041025,,
10175997,-0.139886187,0.025062608,0.493973625,-0.164095168,0.092561398,0.081210583,-0.174837673,0.258235699,-0.428104657,-0.340571355,-0.36447478,-0.237944386
10176003,-0.62689422,-0.139139306,-0.955029445,-0.892232365,-0.537459099,-0.353560577,-1.682065068,-1.552758816,-0.548865672,0.097567018,-0.659127991,-0.882039645
10176023,-0.51457478,-0.030146827,0.17841011,-0.436824723,0.222385276,0.052296784,-0.337460398,-0.462077957,-0.168094993,-0.523870004,0.427109481,-0.255311345
10176284,0.523667425,0.367865047,0.646346354,-0.872616964,-0.089481074,-0.507781505,0.581813862,0.638094677,-0.379152086,0.133691632,-0.067367809,-0.093026033
10176644,-0.338648821,-0.296758363,-1.046868535,-0.662743138,-0.229715114,-0.399012155,-0.113676338,-0.364867921,-0.963040468,-0.275128261,-0.097215411,-0.814051968
10176762,-0.703415843,,,-1.018312788,,-0.939140778,-1.558788667,-1.672022402,-1.188565247,,-1.141754306,-0.606000313
10176772,-0.557746921,-0.12620191,-0.650148392,-0.453492272,-1.611380118,-1.607290707,-1.103508329,-1.064731875,-2.128227765,-0.556136097,-0.508171977,-1.444028919
10177400,-1.713200052,-1.029310865,-1.589096144,,-1.442994205,-1.150874548,,,-1.515378193,-1.540887062,-1.348837265,-1.752710407
10177542,-0.197484025,-0.372154856,0.263943627,-0.312010522,-0.098564637,-1.321956737,-0.68792574,-0.48097763,-0.206960437,-0.249718821,-0.32189663,
10178246,,-0.826380043,-1.259188768,-1.401799601,-0.954895724,-0.706940767,-1.489539496,-1.649176672,-0.783643284,-1.431831409,-0.241346556,-1.46529099
10178318,0.538987445,1.357928021,0.977069763,0.894723517,1.285748081,0.623932579,1.149808986,0.419601896,0.673073678,0.637741355,1.078276619,0.895521836
10178340,-0.810464155,-0.638437764,-0.786120408,-1.205863446,-0.337410251,-1.259192568,-1.470079679,-0.258127507,0.020003291,-0.922692439,-0.503046491,0.26644394
10178891,,0.406900096,-0.278421399,-0.283079172,0.225624855,0.012814802,-1.096615574,-0.474680254,-0.189507101,-0.058063686,0.0295888,0.133777859
10179695,0.25517437,0.199330889,-0.173023401,0.247815322,0.625308977,0.810596255,-0.104597825,-0.638805259,0.353681115,-0.155474712,1.185175313,0.37417774
10179819,0.146325464,-0.416589683,0.054283421,-0.475091996,0.411708918,0.274880578,-0.932786939,-0.223180325,-0.190691318,-0.280255214,-0.170665116,0.038114436
10180223,0.269463593,0.504238424,-0.244299873,0.133257506,0.219988702,-0.00247826,0.303637786,-0.033454472,-0.406355734,0.019254763,0.883359529,-0.236655515
10180231,0.29350371,0.578945657,0.573885191,0.607515172,0.465298028,0.700180041,1.183874921,0.068031452,0.676839691,0.362512845,0.731800485,0.154732911
10180232,0.222331561,0.575180608,0.014357711,-0.031412118,-0.000862337,0.318873592,-0.649252601,-0.768856116,-0.213607616,0.658839926,0.06598718,-0.151401868
10180356,-0.049451796,-0.513424742,1.064100421,-1.226928839,-0.420401376,-1.790384272,1.71991773,0.67955108,-0.574445327,-0.191501011,-1.303783598,0.000715647
10180375,-0.374919092,-0.297399694,-0.345403438,-0.439842468,-0.193862423,-0.076634691,-0.937626974,-1.040241069,-0.526964429,-0.366711646,-0.3330681,-0.849127185
10180393,-0.652208296,-0.636876792,-0.277208981,-0.75217664,-0.095593822,-1.080278989,-0.908068106,-0.089197422,-0.009954784,-0.689873489,-0.776969875,0.733228227
10180496,0.083227979,-0.059990221,0.203999442,-0.430540089,0.628014954,-0.785194604,-0.236776371,0.389793695,0.77492644,-0.111921672,-0.077151906,1.656449036
10180506,0.514867977,,1.393162661,1.003187114,0.486282349,1.250900618,1.701523425,1.04371746,1.809855695,0.87961286,1.406350796,2.121930472
10180521,-0.529053611,-0.422953448,-0.762836992,-0.605441393,-0.097577358,-0.566077416,0.063714346,-0.416859341,-0.970717744,-0.620907291,-0.230593981,-0.672307767
10180886,1.205615702,1.865968725,1.216199859,1.210645909,2.105504467,1.027813302,0.425758119,0.795693057,0.94146011,1.10538195,1.301723088,2.114555046
10180889,0.438008729,,0.546080358,0.596960954,,0.774714426,-0.145990458,0.435914229,0.736746517,0.518894942,0.229141727,1.183804756
10180894,0.15103343,0.455500205,0.404116658,0.093371013,-1.567905983,2.415882292,-0.442772547,-0.845617296,-2.477803785,0.235828182,0.037428947,-0.954788759
10180896,0.728285819,0.928710565,0.779886751,1.027298693,1.111433201,1.336494292,1.189575102,0.265344513,0.095493256,1.005341241,1.733654177,1.437725983
10180903,,0.169832272,-0.23353895,0.303026823,0.350972141,0.112154293,-0.510115463,-0.747135281,-0.089951924,0.084011277,0.356419469,
10180930,0.555946431,0.776977368,1.422676124,0.908675492,1.412806099,0.734344156,1.019316606,1.025205156,0.701081386,0.369898444,1.502811979,0.971257075
10181005,-0.644138653,-1.086881008,-1.250142399,-1.608685744,-1.036005644,-1.632725133,-1.027812661,-1.05361753,-0.393256285,-1.297637387,-0.680797865,-0.959406452
10181051,0.127018887,-0.081852242,0.142389968,0.552770887,-0.655539887,-0.154864597,1.189730671,0.361468181,0.038139936,0.527434767,-0.913526306,0.07819545
10181282,0.533333549,0.21176152,0.661697178,0.015502205,0.855136891,-0.221725685,-0.021119037,0.75495888,0.958057551,0.271678335,0.125821,1.7171281
10181963,,-0.951184796,-1.415263033,-1.22576759,-1.092045682,-1.149272718,-1.670487913,-1.543888498,-0.930789925,-1.269428757,-0.268030935,-1.093866002
10182286,0.376333164,0.673877288,0.354473272,0.170104683,-1.744972061,-1.633560278,-0.707205275,-0.888403142,,0.463094717,0.475678414,-1.098191768
10182370,-0.253225131,-0.251879797,0.800663199,-0.994638415,-0.0495137,-1.5037086,1.205206105,0.600160541,-0.676613362,-0.110251921,-1.087676856,-0.021638587
10182707,0.512687028,0.442394827,-0.072898983,-0.044500225,0.358964097,0.618355297,-0.955285417,-0.062889481,0.175663022,-0.047942923,0.339193799,0.463936946
10183587,1.060967868,0.142059442,2.405368343,,1.874344468,1.362642718,2.300413036,2.200817666,0.300979885,1.866861439,1.081766144,1.180145294
